t>Lcu,0
AWAVAUATUSH,0
std::allocator,1
/SIZE=,1
lstat,1
btver2,1
RAM_FF,1
LONGBOW,1
ELIXIR,1
"2UU""",0
LONGBOW,1
debug: ,1
/!SUBJ=,1
[]A\A]A^A_,0
office,1
ATSH,0
T$XR,0
int1_2digit,1
D$0H,0
[]A\A]A^A_,0
Will,1
cfi_undefined,1
#$30,1
;3GF,0
errx,1
|uV1,0
2~EB,0
close,1
\$dH,0
mintel64,1
 tAE,0
-fshrink-wrap,1
unused,1
(AR,1
\HasChildren,1
tigerlake,1
|20H,0
majority,1
\$hH,0
d$@H,0
summer,1
BAU@Wm,0
-fsplit-stack,1
decltype(auto),1
NU=.,0
GA*FORTIFY,1
L$8L,0
ago,1
Y@Se4MQ,0
abort,1
OPTION,1
u v)v,0
\$HH,0
-fsection-anchors,1
|EBAB,0
-fvtable-verify=,1
",",1
-fprofile-use=,1
d$HA,0
<t	E,0
T$(D,0
memset,1
Robert,1
listing-cont-lines,1
VHW'6DW?W<WSWVW06_WCWXWWW)6*6/6FW6=W-6BWTWUW,0
amdfam10h,1
-mxsaveopt,1
SLIME,1
t]~K,0
T$@H,0
/!BODY=,1
o5Zw,0
N`H9O`,0
bindtextdomain,1
nehalem,1
local-exec,1
/STATR=,1
same as --format=posix,1
AUATI,0
serial,1
GBHCH,0
BASIC,1
SAN@DIEGO,1
o-[w,0
edge,1
u6ARM,0
1,1
9Y[],0
NOT,1
emulation,1
UTF-16BE/UTF-8,1
G(H;G0,0
(687.463,1
[]A\A],0
WANTS,1
core2,1
D$LI,0
divide,1
__freading,1
mempcpy,1
gmpfB,0
T$ D,0
malign-branch-prefix-size,1
local-dynamic,1
__isoc99_sscanf,1
%Y-%m-%d %H:%M,1
D$XL,0
LDA,1
l$hfH,0
zX`{{,0
error,1
cNbN,0
[]A\A]A^A_,0
l$PH,0
O94(O,0
B2COL,1
.40b,0
J0tD,0
font,1
"^Tv""wn$",0
AVAUATA,0
-fzero-initialized-in-bss,1
@@@@minesscoreZ,1
trad_capable_cpp,1
4F=F,0
F Ic^,0
D$ H,0
start,1
D$ H9,0
0G@GAG,0
Driving),1
get,1
[]A\,0
stdin,1
rQ>S>R>,0
ATUSH,0
[]A\,0
(Atari,1
D$HI,0
Sesp,0
\$HL,0
DXP6+X,0
nano-1000,1
TO@MOVE,1
(]A\,0
career,1
Qr\r,0
read,1
md_startfile_prefix,1
'Iz56,0
p2alignl,1
$$H	,0
(AP,1
ZNAK,1
free,1
z .6I,0
T$XARD,0
-fsimd-cost-model=,1
__has_cpp_attribute,1
AWAVI,0
t$PL,0
Kn\W,0
manage,1
/yy#c,0
D$8H,0
sysconf,1
newer-or-longer,1
L$<I,0
dump_base_name_prefixed,1
STA,1
hard-dereference,1
[]A\A]A^A_,0
LDX,1
O,1
TO,1
n4$H,0
D:d$ ,0
offer,1
B2IMG,1
t$0Ic,0
znver1,1
unknown,1
RRSTSSSQSfSwSxSyS,0
L$$H,0
strtoumax,1
s<<wMW,0
l$pH,0
Xe^pqvrv,0
<8uk,0
]A\A]A^,0
p0rrrortr,0
Sigma,1
strtol,1
p5m5,0
AUATI,0
t$HM,0
SHOPKEEPER,1
AUATUSH,0
strdup,1
-fobjc-sjlj-exceptions,1
d+]{i,0
scaron,1
D$hH,0
fFiF,0
D$(H,0
zL|C|M|,0
\$XAS,0
size_seg,1
mktime,1
COLOR2,1
j#0{,0
D$xL,0
__OBJC__ 1,1
fileno,1
creation,1
time-style,1
 __vector(,1
t_k.,0
MOST,1
|$ D,0
KRkD,0
t$PL,0
|F}C}q}.}9}<}@}0}3}D}/}B}2}1}=,0
8$Y/,0
eleventh,1
-^Oq,0
H9\$,0
NpH9Op,0
;SET,1
L$ H,0
)\$@,0
t`E1,0
oplus,1
L$$H,0
float-cast-overflow,1
>7M7Q7,0
T$XARD,0
Y@Se4MQ,0
l$8M,0
t$PH,0
POSIX.UTF-8,1
__fprintf_chk,1
D$xL,0
[A\A],0
ATACOL,1
D$HH,0
t<M),0
",X",1
VTODO,1
AVAUE1,0
i386_validate_fix,1
.rodata,1
D$XAP,0
libz.so.1,1
]b^_^a^,0
_@.c,0
A9D$,0
vs	x,0
__sprintf_chk,1
YMAX,1
delete ,1
/E9E.E:E,0
down,1
FATAL,1
]A\A]A^,0
w:v:,0
realloc,1
t$PH,0
AVAUL,0
LANTERN,1
[]A\,0
H9HP,0
Excalibur,1
last,1
aK29p,0
",X",1
_obstack_newchunk,1
D$0P,0
D$(dH+,0
[]A\A]A^A_,0
optind,1
B,1
\$8H,0
fE{S,0
ATUSH,0
GXHZH,0
THE@,1
\$HL,0
AVAUATUSH,0
-mmwaitx,1
.t<A,0
Excalibur,1
t$XH,0
RUS=5vSzS,0
w]TY,0
optind,1
L^o3,0
@=\y,0
json_end_diagnostic,1
;tw@,0
-UmH,0
T$8@,0
SxH9Wx,0
std::ostream,1
\Marked,1
vNf.,0
[]A\A]A^A_,0
_GLOBAL_,1
[1;5C,0
JUMPWORD,1
[dX(,0
m02	Eq,0
v3AUI,0
suggest,1
QVR\RTR[R]R*S,0
unsigned long,1
rep_8byte,1
nocmov,1
AX[],0
-fsecond-underscore,1
COLOR3,1
unlimited,1
amdfam10,1
maintain,1
uleb128,1
OPENSSL_init_crypto,1
-ftree-loop-im,1
[]A\A],0
$d_p,0
Aguirre),1
D$P`,0
t$xH,0
official,1
P6P.Pe4,0
sparse-version,1
"\V""|/",0
block-number,1
main,1
7@?@<@,0
bdver4,1
t$PA,0
A@,1
D$8H,0
x>yIyHyPyVy]y,0
mtune,1
$F1,1
wAP1,0
clubs,1
9ad/qwL;Bz,0
)T$p,0
toE9w,0
u(u0u,0
L$XAQD,0
DFHF,0
hLF:,0
*,1
closedir,1
|;e;,0
Neil,1
AWAVAUATI,0
skylake,1
LAKE,1
t$X1,0
T$8E;T$<},0
radio,1
@TfA,0
-fprofile-generate,1
Zero-pal1.1,1
5z\:`,0
The,1
1,1
|a\b	,0
UxU5,0
T$@H,0
help_enum_printed,1
t$pfA,0
K^#`,0
u2AQM,0
Lcd$,0
H;D$,0
finish,1
gettimeofday,1
column-origin,1
INT1DIGIT,1
__vasprintf_chk,1
RAM,1
T$XA,0
momit-lock-prefix,1
qndmu,0
u;ye,0
LcD$,0
info-script,1
|a\b	,0
not_eq,1
D$pH,0
41S},0
-funswitch-loops,1
1,1
-fshow-column,1
SCORING ,1
(]:.,0
ATUSH,0
mkdir,1
G1dj,0
]+oh,0
alpha,1
ftFcu,0
.pclmul,1
t$XD,0
dXdTd,0
WCHAR_USERDEF,1
g!h8hHhFhSh9hBhTh)h,0
xkKb'o,0
expired_token,1
IsXC,0
equiv,1
Michael,1
zd|c|e|,0
]A\A],0
KpM9,0
__ctype_toupper_loc,1
tfloat,1
T$XR,0
T$XA,0
u5PM,0
tIuPuFuJuY?Mu,0
H;D$`,0
Kappa,1
[]A\A]A^,0
u3PM,0
output_disp,1
D$x%,0
_7b8b4e5e,0
_REPLACE_,1
w|A9,0
H9D$ t	L,0
'L&L$LLL,0
D$8L,0
Gopher),1
AUE1,0
turbo,1
[]A\A]A^A_,0
ranger,1
L$0H,0
void,1
wcwidth,1
AVAUI,0
VM.*A,0
PPID,1
JePy,0
T$HdH,0
L$@H,0
CHEST,1
1,1
D$(H,0
FA_7,0
T$$A,0
pHH9wH|,0
_ITM_deregisterTMCloneTable,1
V3W0W(W-WW/W)W,0
__overflow,1
 [clone ,1
rocketlake,1
 []A\A]A^,0
`hA?8Q,0
-1989,1
getgid,1
gHfQ,0
(]:.,0
(Parker,1
<$Eu,0
]A\A]A^,0
DEY,1
ORGANIZER,1
RAM,1
[]A\A]A^A_,0
yet,1
setlocale,1
[]A\A]A^A_,0
[]A\,0
Kg {,0
L$0H,0
AWAVAUATI,0
l9m'm8m)m.m5m,0
 volatile,1
[ntW,0
nanosleep,1
1Ng-,0
acl_delete_def_file,1
D$XAP,0
G4H5HQH,0
FLASH,1
set_16bit_gcc_code_flag,1
U0I;E,0
NpH9Op,0
touch,1
WORK800H,1
.text,1
S<[]A\,0
along,1
|$XH,0
:GKG,0
END:VCARD,1
 t8~0A,0
hearts,1
.pacifica,1
.rela.dyn,1
LY F,0
[]A\A],0
Y;^;,0
year_number,1
@UNITS,1
-fstack-limit,1
V%W'W3Y,0
NO@EFFECT,1
|;e;,0
GA*FORTIFY,1
5,1
;tTE,0
sandybridge,1
t$(H,0
memset,1
D$ L,0
fxsave,1
save_symbol_name,1
t$HH,0
T$(I,0
COLGROUP,1
C.,1
code32,1
t$XD,0
-iwithprefix,1
/vIH,0
-ftree-salias,1
bundle_unlock,1
\$XAS,0
Neil,1
INeR,0
getsockname,1
Squoosh,1
BONES,1
D$PH,0
TREE,1
very-cheap,1
Steve,1
E(xDY,0
memmove,1
t$XD,0
context_new,1
c-maybe,1
"<^J
z7eu
fa'3
x@uNm
d+&e
h""9n
R/ <
r]7>
c31YQ2@
Od:)
v: 4
*&~h
[vxDr
6HGG
mEk%5
G1_'
fjA&
#tBC
F]c&
C[Ye
m6+SP
o+9ma
~@2""q
a?"">
`nnH
Yct*I6OWd
j1==z\
[AW5
X:I*H
!\U8
cH;|%
'HoZ
UnXr
jDNAFA
c.u;d5r?
$"">-
OjF.$
z^u^
{*l4|
0QQ$",0
YiiN,0
FKHK7,0
nosse2,1
pam_set_item,1
unsigned,1
-fprofile-report,1
u=ASE1,0
bitand,1
Kids,1
struct,1
u3WA,0
",$00",1
PEOPLE,1
|$XH,0
D$8D8T$n,0
|^}P}h}U}+}n}r}a}f}b}p}s},0
IJHJ,0
START,1
_COMMAND_,1
__daylight,1
L$XQ,0
/RECIP=,1
T$PM,0
[]A\A]A^A_,0
bin,1
ATFCOL,1
CGRG,0
"r6s%s4s)s:t*t3t""t%t5t6t4t/t",0
D$(H,0
opendir,1
)L$`,0
strrchr,1
t$(H,0
signal,1
D$ H,0
little-endian,1
.movdiri,1
KEY,1
x2xUyPy`y_yVy^y]yWyZy,0
IUKln$nc9G,0
onchange,1
/IFORM=,1
cw)H,0
according,1
&P-gRa,0
P4K4,0
HcL$0A,0
M0Hc,0
access_token,1
sizeof...,1
stdout,1
WChC,0
cfi_negate_ra_state,1
const_cast,1
L$XL,0
#=4(ty),0
.t6H,0
sigprocmask,1
unlink,1
FCOL,1
strlen,1
l$PH,0
SWCHB,1
.BYTE,1
FITA@@TAXI@@TIME@@TENDA@TESTE@TEXTO@AQUELEELES@@FINO@@ESTE@@SAPO@@,1
6`\P,0
VK30@,0
(U.S.,1
I/O,1
.),1
=,1
][^c^U^W^T^,0
[217,0
balign,1
t$PL,0
__cplusplus 202002L,1
cap_free,1
memcpy,1
)l$0D,0
T$ H,0
yeah,1
u3PM,0
G(H;G0s2H,0
oh,1
AUATUSH,0
cfi_def_cfa,1
8D9eT~4H,0
BYSECOND,1
floor,1
THE@DARKNESSONE@MAN@IS,1
kcpl|n|;,0
[]A\,0
Smith,1
WORK,1
jAbT,0
^<_m_,0
Arcade,1
NCQAQgQmQnQlQ,0
5G+_530,0
campaign,1
#8,1
D$8H,0
STA,1
.dynsym,1
]A\A]A^A_,0
g|gjgrg#kfkgk,0
nano-2000,1
Gopher),1
v*w @,0
EXDATE,1
|$XH	,0
u3PA,0
SUIT4,1
content-type,1
|$(H,0
realloc,1
free,1
ATUH,0
0ASDSESK0,0
t$PL,0
March,1
iswprint,1
;_LSu,0
free,1
noavx512_4fmaps,1
Perform loop peeling.,1
Software,1
P1POSVB,1
STICK@,1
$>X>W>,0
9Rc0c[c,0
C:^8,0
L$XQ,0
broadwell,1
hold,1
cc1_options,1
TRANSFER,1
FOR,1
|$XA,0
\$@L,0
time,1
t$Pj,0
__stack_chk_fail,1
SHIELD,1
D$PE1,0
n't,1
oc@E,0
/NEWS=,1
qW^VQie,0
.note.gnu.property,1
t$PA,0
nano-3000,1
optind,1
-gant,1
z7EH,0
TIM64T,1
Compression options:,1
l$HL;,0
can,1
ATUSH,0
AHPOS,1
This,1
</b>,1
nolist,1
r*sqt,0
MUCH,1
BY@SHL,1
_J*F,0
.gnu_debugdata,1
",$18",1
T$0H,0
__fprintf_chk,1
rep_byte,1
/STATI=,1
volno-file,1
random,1
__TIME__,1
-fweb,1
auto,1
ATUSH,0
-fsync-libcalls,1
L$XL,0
affect,1
2u=L,0
|$(H,0
K^#`,0
VARIABLES,1
atwait,1
WE/?,0
" et""",0
L$XL,0
optind,1
.debug_ranges,1
[]A\A]A^A_,0
CONT,1
hundred,1
.BYTE,1
silvermont,1
iflt,1
",",1
/FTYPE=,1
Z[A\,0
Dragonstomper,1
.Q`%Zkj,0
T$(L,0
}k?c,0
Fatal,1
:AVAUI,0
t$ L,0
/#10,0
closedir,1
t$PH,0
GA*cf_protection,1
WNyN,0
__stack_chk_fail,1
"O""@e",0
endr,1
<HbHcH,0
W[@?.,0
.note.stapsdt,1
T$(I,0
.rela.plt,1
your,1
flag_opts_finished,1
FRAME1,1
:Lk5,0
-fmerge-debug-strings,1
__errno_location,1
u1PA,0
/FOLDER=,1
|$`L,0
[]A\A]A^,0
l$ E,0
YKXK,0
TWENTY,1
X M9,0
no-clobber,1
L$8H,0
ry7y}@,0
t$XD,0
]A\A],0
} H),0
8WC<,0
ABOOKS,1
help_printed,1
.gnu_debugaltlink,1
E E*E,0
add_history,1
fflush,1
early,1
$F6,1
any,1
\$HH,0
y<*D,0
SUUUUUUUI9,0
International,1
__freading,1
T$<M,0
fdopen,1
>_;`,0
mbtowc,1
FRAME1,1
GH	D,0
must-not-happen,1
decimal128,1
T$(E9,0
L9l$,0
)sHH,0
unlink,1
-fshort-wchar,1
L?o?,0
strip-local-absolute,1
STA,1
fflush,1
*'2~,0
ATUH,0
M2PIX,1
contiguous-cast,1
ATSH,0
),1
<Xu4H,0
"w""@$@?w+w",0
ymodem,1
AVfA,0
L$P1,0
L$XAQD,0
#NAME?,1
[]A\,0
enfpftfvfof,0
NOA6,1
ZSINIT,1
D]y+,0
ntentionH97,0
?`\P,0
LDA,1
westmere,1
-,1
cfi_personality,1
t$PL,0
 []A\,0
FOR,1
.svme,1
nocpp,1
SYMBOLSj,1
;<:<<<=<9<><k<l<,0
cfi_val_encoded_addr,1
(PAL).bin,1
finish,1
NOT,1
STATSV,1
if-tty,1
D$@H,0
r=X[]A\A]A^A_,0
DATA,1
|$8L9,0
mempcpy,1
.debug_rnglists,1
T$`L,0
&H&I&J&K&L&M&N&O&P&Q&R&S&T&U&V&W&X&Y&Z&[&\&]&^&_&`&a&b&c&d&e&f&g&h&i&j&k&l&m&n&o,0
D$8L,0
u3WA,0
szoc,0
T$XARD,0
@TO,1
8[]A\A]A^A_,0
L$@H,0
SHADOWCL,1
boolean,1
nS H,0
D$PL,0
?<wu,0
0u0I,0
",$00",1
PORT,1
ranger-debug,1
[]A\A]A^A_,0
getpagesize,1
d$XM,0
hVhGh>h,0
D$(L,0
G@H@B@,0
onto,1
omicron,1
WEAR@@BIGGERGREEN@CARE@@LIKE@@FRUITSVERY@@EXCUSECOWS@@DRIVE@AM@@@@ARE@@@,1
()-C,0
dot-to-slash,1
gun,1
]	^98;8,0
nosse4,1
D$PH,0
D$(H,0
classify,1
D$PI,0
t$(H,0
-foptional-diags,1
L$8L,0
((((((((PPPPPPPPyyyyyyy,0
noo`o_o,0
u5PM,0
[O7t7,0
-fprofile-partial-training,1
TIME,1
LAUNCH,1
-msahf,1
basic_iostream,1
g_getenv,1
6`\P,0
getpid,1
[d\e\,0
t$`L,0
ESCAPE,1
no-warn,1
_ITM_registerTMCloneTable,1
FFEF,0
.enqcmd,1
T$0M,0
\$ H,0
.pine-debug,1
fileno,1
FOR,1
.gch,1
Day,1
Excalibur,1
never,1
.aes,1
xHy)f,0
P8P9P,0
overwrite,1
|$[M,0
__cplusplus 202100L,1
balignw,1
w9o9,0
Mzup,0
FILE,1
g_option_context_get_help,1
L$XQ,0
$C5,1
l$(I,0
STR,1
concatenated_date,1
w6hw,0
CASTLE,1
-fsplit-ivs-in-unroller,1
/BOM=,1
t$Pj,0
t$XV,0
show-defaults,1
MOVCTR,1
N fA,0
almost,1
COLOR,1
/NOTDEL=,1
fcntl,1
/!RECIP=,1
e]Y},0
DATE-OR-FILE,1
-ftree-loop-if-convert,1
ZN.L,0
lsetfilecon,1
SUBJ,1
bdver2,1
CC09,1
?nW5,0
2q3s,0
of,1
rxszs,0
//SUBDIRED//,1
\$xL,0
@4^>,0
-ftree-store-copy-prop,1
nop5,1
att_mnemonic,1
Game,1
LDX,1
B4C3C,0
AVAUATA,0
help,1
$Z7,0
<$-t,0
gmpfB,0
xwA9,0
.rdrnd,1
CC07,1
",",1
fE{S,0
O04%I,0
;zI’,0
-su	,0
u0Hc,0
UH]A\A]A^,0
program_invocation_name,1
UxU5,0
*,1
mlfence-before-ret,1
FRAME1,1
P2COLOR,1
u8WE1,0
attr_copy_check_permissions,1
[]A\,0
memcpy,1
obstack_alloc_failed_handler,1
]+oh,0
T$XR,0
<Lt@,0
|$XWD,0
E8;E<,0
uiE1,0
gcc,1
6_-Qm`,0
BUTTON,1
ATUQL,0
T$XR,0
memset,1
7F~u:,0
t$Pj,0
AUATUH,0
AD-HOC LOCATIONS,1
T$XR,0
4858,0
([]A\A]A^A_,0
D$PA,0
<Gtx<Ttt1,0
:.eP0,0
SACRAMENTOFRESNO,1
ROWCTR,1
nl_langinfo,1
get_frag_fix,1
WSTRING,1
/STATD=,1
-mtbm,1
uQH9P,0
JJeJjJ,0
RCQC,0
\$0H,0
u#`>E,0
xmodem,1
malloc,1
BLAST,1
u4APA,0
NpH9Op,0
[]A\A]A^A_,0
|$PH,0
lstat,1
cfi_personality_id,1
SPINNER,1
.STˆPAUL.DULUTH.BISMARCK.CUSTER.BILLINGS,1
invoke_as,1
LDA,1
l$ H9,0
.xsave,1
D$@H,0
 AUI,0
D$ D,0
-fuse-linker-plugin,1
wcwidth,1
disease,1
only,1
__fdelt_chk,1
bundle_align_mode,1
lu3em,0
/SUBJ=,1
libselinux.so.1,1
]A\A]A^,0
\$H1,0
h?g?,0
\$HL,0
file-type,1
ljlzl,0
putwchar,1
ATUSH,0
t$hH,0
-gxcoff+,1
shift-exponent,1
T$XA,0
.debug_abbrev,1
3*3G,0
L$XL,0
mlfence-after-load,1
fflush,1
long-opt-col,1
rA%@k,0
M+~ I,0
D$XH,0
.BURBANK.,1
__progname,1
malloc,1
dc.s,1
[]A\A]A^A_,0
73[l,0
CONTINUE,1
-gen-decls,1
Polaro),1
G(H;G0,0
-frange-check,1
encoding_size,1
<rQzO,0
L$8H,0
D$e??,0
L$8L9,0
clC3,0
ymmword,1
.debug_line,1
u8PA,0
(,1
strdup,1
3_aH,0
C0L;0,0
LDY,1
#NAME?,1
<U2M,0
birth,1
program_invocation_short_name,1
L$@A,0
6!Z*Z,0
|$PL,0
fopen,1
u3RA,0
-fmodule-file=,1
__ctype_tolower_loc,1
T$(D,0
\$XAS,0
disallow_index_reg,1
memmove,1
#2,1
t$XD,0
T$PH,0
L$ Q,0
-fmodule-only,1
$(D,0
@*kkkR<^<`<_<,0
lflags,1
)H(H,0
^7|#,0
u3PA,0
listing-lhs-width,1
noexecstack,1
AVAUATU,0
crc-check,1
t$(D,0
[]A\A]A^,0
TAX,1
\$8E,0
D???@?,0
V-gv4G,0
C>3^,0
stderr,1
dc.x,1
header-col,1
[]A\A],0
SUUUUUUUI9,0
ATACOL,1
Yj[T7U7,0
mkfifo,1
August,1
ADDRRAML,1
cfi_add_CFA_val_offset,1
sigaction,1
d$4E,0
fflush,1
T$0A,0
T$(H,0
__cxa_finalize,1
print,1
activity,1
malloc,1
 tZA,0
X0[*[$[z[7\h\,0
.plt.sec,1
"w""dC",0
L$ D,0
timestamp,1
6Z56,0
unlink,1
user::---group::---other::---,1
access,1
cpL9cx,0
b6bKb/e4e,0
